header	line	kind	text
ps2vnc_runtime_to_ui_display.h	155	MACRO	#define SYSTEM_CHORD_HOLD_POLLS 120u
ps2vnc_runtime_to_ui_display.h	157	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	164	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	170	TYPE_SIGNAL	enum {
ps2vnc_runtime_to_ui_display.h	176	MACRO	#define TEST29_DISCARD_LIVE_PIXELS 0
ps2vnc_runtime_to_ui_display.h	178	MACRO	#define VIDEO_MODE_COUNT 22u
ps2vnc_runtime_to_ui_display.h	180	MACRO	#define VNC_HEIGHT     RFB_CAPACITY_HEIGHT
ps2vnc_runtime_to_ui_display.h	182	MACRO	#define VNC_WIDTH      RFB_CAPACITY_WIDTH
ps2vnc_runtime_to_ui_display.h	184	MACRO	#define XK_BACKSPACE 0xFF08
ps2vnc_runtime_to_ui_display.h	186	MACRO	#define XK_DELETE    0xFFFF
ps2vnc_runtime_to_ui_display.h	188	MACRO	#define XK_DOWN       0xFF54
ps2vnc_runtime_to_ui_display.h	190	MACRO	#define XK_ESCAPE    0xFF1B
ps2vnc_runtime_to_ui_display.h	192	MACRO	#define XK_LEFT       0xFF51
ps2vnc_runtime_to_ui_display.h	194	MACRO	#define XK_RETURN    0xFF0D
ps2vnc_runtime_to_ui_display.h	196	MACRO	#define XK_RIGHT      0xFF53
ps2vnc_runtime_to_ui_display.h	198	MACRO	#define XK_SHIFT_L    0xFFE1
ps2vnc_runtime_to_ui_display.h	200	MACRO	#define XK_TAB       0xFF09
ps2vnc_runtime_to_ui_display.h	202	MACRO	#define XK_UP         0xFF52
ps2vnc_runtime_to_ui_display.h	204	EXTERN	extern unsigned int size_DEV9_irx;
ps2vnc_runtime_to_ui_display.h	206	EXTERN	extern unsigned int size_NETMAN_irx;
ps2vnc_runtime_to_ui_display.h	208	EXTERN	extern unsigned int size_SMAP_irx;
ps2vnc_runtime_to_ui_display.h	234	EXTERN	extern unsigned char DEV9_irx[];
ps2vnc_runtime_to_ui_display.h	236	EXTERN	extern const ps2vnc_hotkey_binding_t runtime_hotkeys[] ;
ps2vnc_runtime_to_ui_display.h	238	EXTERN	extern volatile int system_menu_countdown_action ;
ps2vnc_runtime_to_ui_display.h	240	EXTERN	extern volatile unsigned int controller_loop_counter ;
ps2vnc_runtime_to_ui_display.h	242	EXTERN	extern volatile int debug_changed_bytes ;
ps2vnc_runtime_to_ui_display.h	244	EXTERN	extern volatile unsigned int debug_frame_counter ;
ps2vnc_runtime_to_ui_display.h	246	EXTERN	extern volatile int debug_hotkey_action ;
ps2vnc_runtime_to_ui_display.h	248	EXTERN	extern volatile unsigned int debug_hotkey_hold_polls ;
ps2vnc_runtime_to_ui_display.h	250	EXTERN	extern volatile int debug_hotkey_latched ;
ps2vnc_runtime_to_ui_display.h	252	EXTERN	extern volatile unsigned int debug_hotkey_mask ;
ps2vnc_runtime_to_ui_display.h	254	EXTERN	extern volatile unsigned int debug_hotkey_quarantine ;
ps2vnc_runtime_to_ui_display.h	256	EXTERN	extern volatile unsigned int debug_hotkey_settle_target ;
ps2vnc_runtime_to_ui_display.h	258	EXTERN	extern volatile unsigned int debug_hotkey_stable_polls ;
ps2vnc_runtime_to_ui_display.h	260	EXTERN	extern volatile int debug_hotkey_trigger ;
ps2vnc_runtime_to_ui_display.h	262	EXTERN	extern volatile unsigned int debug_transition_phase ;
ps2vnc_runtime_to_ui_display.h	264	EXTERN	extern volatile int display_calibration_request ;
ps2vnc_runtime_to_ui_display.h	266	EXTERN	extern volatile int display_confirm_action ;
ps2vnc_runtime_to_ui_display.h	268	EXTERN	extern volatile int display_confirm_pending ;
ps2vnc_runtime_to_ui_display.h	270	EXTERN	extern ps2vnc_backend_t display_confirm_previous_backend ;
ps2vnc_runtime_to_ui_display.h	272	EXTERN	extern unsigned int display_confirm_previous_desktop_h ;
ps2vnc_runtime_to_ui_display.h	274	EXTERN	extern unsigned int display_confirm_previous_desktop_w ;
ps2vnc_runtime_to_ui_display.h	276	EXTERN	extern unsigned int display_confirm_previous_h ;
ps2vnc_runtime_to_ui_display.h	278	EXTERN	extern const ps2vnc_video_mode_t *display_confirm_previous_mode ;
ps2vnc_runtime_to_ui_display.h	280	EXTERN	extern int display_confirm_previous_screen_fit_full_bypass ;
ps2vnc_runtime_to_ui_display.h	282	EXTERN	extern int display_confirm_previous_screen_fit_height ;
ps2vnc_runtime_to_ui_display.h	284	EXTERN	extern int display_confirm_previous_screen_fit_offset_x ;
ps2vnc_runtime_to_ui_display.h	286	EXTERN	extern int display_confirm_previous_screen_fit_offset_y ;
ps2vnc_runtime_to_ui_display.h	288	EXTERN	extern int display_confirm_previous_screen_fit_width ;
ps2vnc_runtime_to_ui_display.h	290	EXTERN	extern unsigned int display_confirm_previous_w ;
ps2vnc_runtime_to_ui_display.h	292	EXTERN	extern unsigned int display_confirm_previous_x ;
ps2vnc_runtime_to_ui_display.h	294	EXTERN	extern unsigned int display_confirm_previous_y ;
ps2vnc_runtime_to_ui_display.h	296	EXTERN	extern volatile unsigned int display_confirm_seconds ;
ps2vnc_runtime_to_ui_display.h	298	EXTERN	extern volatile int display_confirm_selection ;
ps2vnc_runtime_to_ui_display.h	300	EXTERN	extern volatile int display_confirm_visible ;
ps2vnc_runtime_to_ui_display.h	302	EXTERN	extern volatile int display_menu_error ;
ps2vnc_runtime_to_ui_display.h	304	EXTERN	extern volatile int display_menu_parent_system ;
ps2vnc_runtime_to_ui_display.h	306	EXTERN	extern volatile int display_menu_selection ;
ps2vnc_runtime_to_ui_display.h	308	EXTERN	extern volatile int display_menu_tab ;
ps2vnc_runtime_to_ui_display.h	310	EXTERN	extern volatile int display_menu_tab_selection[3] ;
ps2vnc_runtime_to_ui_display.h	312	EXTERN	extern volatile int display_menu_visible ;
ps2vnc_runtime_to_ui_display.h	314	EXTERN	extern volatile int display_mode_request ;
ps2vnc_runtime_to_ui_display.h	316	EXTERN	extern volatile int display_mode_request_remote ;
ps2vnc_runtime_to_ui_display.h	318	EXTERN	extern volatile int display_policy_error ;
ps2vnc_runtime_to_ui_display.h	320	EXTERN	extern volatile int display_policy_request ;
ps2vnc_runtime_to_ui_display.h	322	EXTERN	extern volatile int display_policy_request_selection ;
ps2vnc_runtime_to_ui_display.h	324	EXTERN	extern volatile int display_policy_request_value ;
ps2vnc_runtime_to_ui_display.h	326	EXTERN	extern const ps2vnc_video_mode_t *display_restore_ack_mode ;
ps2vnc_runtime_to_ui_display.h	328	EXTERN	extern volatile int display_restore_ack_request ;
ps2vnc_runtime_to_ui_display.h	330	EXTERN	extern volatile int display_restore_ack_visible ;
ps2vnc_runtime_to_ui_display.h	332	EXTERN	extern volatile unsigned int display_switch_failure_stage ;
ps2vnc_runtime_to_ui_display.h	334	EXTERN	extern volatile int display_transition_switch_in_progress ;
ps2vnc_runtime_to_ui_display.h	336	EXTERN	extern volatile unsigned int live_encoding ;
ps2vnc_runtime_to_ui_display.h	338	EXTERN	extern volatile int live_error_code ;
ps2vnc_runtime_to_ui_display.h	340	EXTERN	extern volatile unsigned char live_hdr_raw[12];
ps2vnc_runtime_to_ui_display.h	342	EXTERN	extern volatile int live_hdr_recv_n ;
ps2vnc_runtime_to_ui_display.h	344	EXTERN	extern volatile unsigned int live_hdr_start_avail ;
ps2vnc_runtime_to_ui_display.h	346	EXTERN	extern volatile unsigned int live_message_type ;
ps2vnc_runtime_to_ui_display.h	348	EXTERN	extern volatile unsigned int live_rect_count ;
ps2vnc_runtime_to_ui_display.h	350	EXTERN	extern volatile unsigned int live_rect_h ;
ps2vnc_runtime_to_ui_display.h	352	EXTERN	extern volatile unsigned int live_rect_index ;
ps2vnc_runtime_to_ui_display.h	354	EXTERN	extern volatile unsigned int live_rect_w ;
ps2vnc_runtime_to_ui_display.h	356	EXTERN	extern volatile unsigned int live_rect_x ;
ps2vnc_runtime_to_ui_display.h	358	EXTERN	extern volatile unsigned int live_rect_y ;
ps2vnc_runtime_to_ui_display.h	360	EXTERN	extern volatile unsigned char live_update_raw[4];
ps2vnc_runtime_to_ui_display.h	362	EXTERN	extern volatile int osk_alt ;
ps2vnc_runtime_to_ui_display.h	364	EXTERN	extern volatile int osk_col ;
ps2vnc_runtime_to_ui_display.h	366	EXTERN	extern volatile int osk_ctrl ;
ps2vnc_runtime_to_ui_display.h	368	EXTERN	extern const unsigned int osk_func_keysyms[4][12] ;
ps2vnc_runtime_to_ui_display.h	370	EXTERN	extern volatile int osk_page ;
ps2vnc_runtime_to_ui_display.h	372	EXTERN	extern volatile int osk_row ;
ps2vnc_runtime_to_ui_display.h	374	EXTERN	extern volatile int osk_shift ;
ps2vnc_runtime_to_ui_display.h	376	EXTERN	extern volatile int osk_visible ;
ps2vnc_runtime_to_ui_display.h	378	EXTERN	extern unsigned char pad_area[256] __attribute__((aligned(64)));
ps2vnc_runtime_to_ui_display.h	380	EXTERN	extern unsigned int profile_changed_bytes ;
ps2vnc_runtime_to_ui_display.h	382	EXTERN	extern u64 profile_dirty_wait_ticks ;
ps2vnc_runtime_to_ui_display.h	384	EXTERN	extern u64 profile_flip_ticks ;
ps2vnc_runtime_to_ui_display.h	386	EXTERN	extern u64 profile_present_sync_ticks ;
ps2vnc_runtime_to_ui_display.h	388	EXTERN	extern u64 profile_rfb_start_tick ;
ps2vnc_runtime_to_ui_display.h	390	EXTERN	extern u64 profile_rfb_ticks ;
ps2vnc_runtime_to_ui_display.h	392	EXTERN	extern unsigned int profile_rfb_updates ;
ps2vnc_runtime_to_ui_display.h	395	EXTERN	extern const ps2vnc_video_mode_t *
ps2vnc_runtime_to_ui_display.h	398	EXTERN	extern unsigned int remote_display_error_code ;
ps2vnc_runtime_to_ui_display.h	400	EXTERN	extern u64 remote_display_last_poll_tick ;
ps2vnc_runtime_to_ui_display.h	402	EXTERN	extern unsigned int remote_display_lease_seconds ;
ps2vnc_runtime_to_ui_display.h	404	EXTERN	extern u64 remote_display_lease_started_tick ;
ps2vnc_runtime_to_ui_display.h	406	EXTERN	extern const ps2vnc_video_mode_t *
ps2vnc_runtime_to_ui_display.h	409	EXTERN	extern volatile int remote_display_state ;
ps2vnc_runtime_to_ui_display.h	411	EXTERN	extern volatile int
ps2vnc_runtime_to_ui_display.h	414	EXTERN	extern unsigned int remote_display_txid ;
ps2vnc_runtime_to_ui_display.h	416	EXTERN	extern volatile int rfb_confirm_live_yield_enabled ;
ps2vnc_runtime_to_ui_display.h	418	EXTERN	extern volatile unsigned int rfb_confirm_wait_generation ;
ps2vnc_runtime_to_ui_display.h	420	EXTERN	extern volatile unsigned int rfb_last_recv_call ;
ps2vnc_runtime_to_ui_display.h	422	EXTERN	extern volatile int rfb_last_recv_n ;
ps2vnc_runtime_to_ui_display.h	424	EXTERN	extern unsigned int rfb_rx_end ;
ps2vnc_runtime_to_ui_display.h	426	EXTERN	extern unsigned int rfb_rx_pos ;
ps2vnc_runtime_to_ui_display.h	428	EXTERN	extern volatile unsigned int rfb_rx_syscalls ;
ps2vnc_runtime_to_ui_display.h	430	EXTERN	extern int screen_row ;
ps2vnc_runtime_to_ui_display.h	432	EXTERN	extern const ps2vnc_video_mode_t *const video_modes[VIDEO_MODE_COUNT];
ps2vnc_runtime_to_ui_display.h	434	EXTERN	extern void debug_emit_now (void);
ps2vnc_runtime_to_ui_display.h	436	EXTERN	extern int debug_udp_init (void);
ps2vnc_runtime_to_ui_display.h	438	EXTERN	extern void display_confirm_arm_transaction (const ps2vnc_video_mode_t *previous_mode, unsigned int previous_x, unsigned int previous_y, unsigned int previous_w, unsigned int previous_h, int previous_screen_fit_width, int previous_screen_fit_height, int previous_screen_fit_offset_x, int previous_screen_fit_offset_y, int previous_screen_fit_full_bypass);
ps2vnc_runtime_to_ui_display.h	440	EXTERN	extern void display_confirm_disarm_transaction (void);
ps2vnc_runtime_to_ui_display.h	442	EXTERN	extern unsigned int display_confirm_remaining_seconds (void);
ps2vnc_runtime_to_ui_display.h	444	EXTERN	extern void display_confirm_return_to_active_menu (void);
ps2vnc_runtime_to_ui_display.h	446	EXTERN	extern int display_mode_request_for_selection (int selection);
ps2vnc_runtime_to_ui_display.h	448	EXTERN	extern const ps2vnc_video_mode_t *display_mode_request_target (int request);
ps2vnc_runtime_to_ui_display.h	450	EXTERN	extern int ethWaitValidNetIFLinkState (void);
ps2vnc_runtime_to_ui_display.h	452	EXTERN	extern void osk_clear_one_shot_modifiers (void);
ps2vnc_runtime_to_ui_display.h	454	EXTERN	extern char osk_display_char (int row, int col);
ps2vnc_runtime_to_ui_display.h	456	EXTERN	extern void osk_render_bitmap (void);
ps2vnc_runtime_to_ui_display.h	458	EXTERN	extern int osk_row_length (int row);
ps2vnc_runtime_to_ui_display.h	460	EXTERN	extern void profile_emit_now (void);
ps2vnc_runtime_to_ui_display.h	462	EXTERN	extern int ps2vnc_discard_controller_rfb_queue (void);
ps2vnc_runtime_to_ui_display.h	464	EXTERN	extern int ps2vnc_display_begin_update (void);
ps2vnc_runtime_to_ui_display.h	466	EXTERN	extern int ps2vnc_display_commit_update (GSGLOBAL *gsGlobal, GSTEXTURE *tex, int direct_present_complete);
ps2vnc_runtime_to_ui_display.h	468	EXTERN	extern int ps2vnc_display_finish_update_decode (void);
ps2vnc_runtime_to_ui_display.h	470	EXTERN	extern int ps2vnc_display_logical_desktop_size (unsigned int output_width, unsigned int output_height, unsigned int *width, unsigned int *height);
ps2vnc_runtime_to_ui_display.h	472	EXTERN	extern int ps2vnc_system_exit_accept_request (void);
ps2vnc_runtime_to_ui_display.h	474	EXTERN	extern int ps2vnc_system_overlay_allowed (void);
ps2vnc_runtime_to_ui_display.h	476	EXTERN	extern int ps2vnc_system_refresh_accept_request (void);
ps2vnc_runtime_to_ui_display.h	478	EXTERN	extern int ps2vnc_system_refresh_update_state (void);
ps2vnc_runtime_to_ui_display.h	480	EXTERN	extern int runtime_hotkey_has_hold_extension (unsigned int mask, int desktop_context);
ps2vnc_runtime_to_ui_display.h	482	EXTERN	extern const ps2vnc_hotkey_binding_t *runtime_hotkey_lookup (unsigned int mask, int desktop_context);
ps2vnc_runtime_to_ui_display.h	484	EXTERN	extern int send_key_event (int sock, unsigned char down, unsigned int keysym);
ps2vnc_runtime_to_ui_display.h	486	EXTERN	extern int send_key_tap (int sock, unsigned int keysym);
ps2vnc_runtime_to_ui_display.h	488	EXTERN	extern int send_modified_key_tap (int sock, unsigned int keysym, int use_ctrl, int use_alt);
ps2vnc_runtime_to_ui_display.h	490	EXTERN	extern int send_pointer_event (int sock, unsigned char button_mask, unsigned int x, unsigned int y);
ps2vnc_runtime_to_ui_display.h	492	EXTERN	extern int start_controller_thread (int sock);
ps2vnc_runtime_to_ui_display.h	494	EXTERN	extern int startup_force_calibration_requested (void);
ps2vnc_runtime_to_ui_display.h	496	EXTERN	extern int wait_pad_ready_after_mode_change (void);
ps2vnc_services_compat.h	2	MACRO	#define PS2VNC_SERVICES_COMPAT_H
ps2vnc_services_compat.h	54	MACRO	#define RFB_CAPACITY_WIDTH   1920
ps2vnc_services_compat.h	55	MACRO	#define RFB_CAPACITY_HEIGHT  1080
ps2vnc_services_compat.h	57	TYPEDEF	typedef enum {
ps2vnc_services_compat.h	63	TYPEDEF	typedef enum {
ps2vnc_services_compat.h	70	TYPEDEF	typedef struct {
ps2vnc_services_compat.h	120	TYPEDEF	typedef struct {
ps2vnc_services_compat.h	137	TYPEDEF	typedef enum {
ps2vnc_services_compat.h	145	TYPEDEF	typedef struct {
ps2vnc_services_compat.h	154	MACRO	#define VIDEO_MODE_COUNT 22u
ps2vnc_services_compat.h	158	MACRO	#define OUTPUT_WIDTH   (active_video_mode->raster_width)
ps2vnc_services_compat.h	159	MACRO	#define OUTPUT_HEIGHT  (active_video_mode->raster_height)
ps2vnc_services_compat.h	160	MACRO	#define VNC_WIDTH      RFB_CAPACITY_WIDTH
ps2vnc_services_compat.h	161	MACRO	#define VNC_HEIGHT     RFB_CAPACITY_HEIGHT
ps2vnc_services_compat.h	162	MACRO	#define PS2VNC_BOOTSTRAP_PI_IP      "192.168.50.1"
ps2vnc_services_compat.h	163	MACRO	#define PS2VNC_CONFIG_PORT          5959
ps2vnc_services_compat.h	164	MACRO	#define PS2VNC_CONFIG_PATH          "/ps2vnc.conf"
ps2vnc_services_compat.h	165	MACRO	#define PS2VNC_DISPLAY_PATH         "/display"
ps2vnc_services_compat.h	166	MACRO	#define PS2VNC_DISPLAY_MODE_PATH    "/display-mode"
ps2vnc_services_compat.h	167	MACRO	#define PS2VNC_DISPLAY_LOCK_PATH    "/display-lock"
ps2vnc_services_compat.h	168	MACRO	#define PS2VNC_DISPLAY_UI_PATH      "/display-ui"
ps2vnc_services_compat.h	169	MACRO	#define PS2VNC_DISPLAY_TX_PATH \
ps2vnc_services_compat.h	171	MACRO	#define PS2VNC_DISPLAY_TX_BEGIN_PATH \
ps2vnc_services_compat.h	173	MACRO	#define PS2VNC_DISPLAY_TX_COMMIT_PATH \
ps2vnc_services_compat.h	175	MACRO	#define PS2VNC_DISPLAY_TX_RESTORE_PATH \
ps2vnc_services_compat.h	177	MACRO	#define PS2VNC_DISPLAY_TX_RESTORED_PATH \
ps2vnc_services_compat.h	179	MACRO	#define PS2VNC_DISPLAY_TX_ACK_PATH \
ps2vnc_services_compat.h	181	MACRO	#define PS2VNC_HTTP_MAX_HEADER      2048
ps2vnc_services_compat.h	182	MACRO	#define PS2VNC_DISPLAY_TX_MAX_BYTES 2048
ps2vnc_services_compat.h	183	MACRO	#define OSK_WIDTH    600
ps2vnc_services_compat.h	184	MACRO	#define OSK_HEIGHT   178
ps2vnc_services_compat.h	185	MACRO	#define RECONNECT_TIMEOUT_SECONDS 10
ps2vnc_services_compat.h	186	MACRO	#define RECONNECT_MAX_ATTEMPTS    10
ps2vnc_services_compat.h	191	TYPE_SIGNAL	enum {
ps2vnc_services_compat.h	215	TYPEDEF	typedef enum {
ps2vnc_services_compat.h	224	TYPE_SIGNAL	enum {
ps2vnc_services_compat.h	231	TYPE_SIGNAL	enum {
ps2vnc_services_compat.h	237	TYPE_SIGNAL	enum {
ps2vnc_services_exports.h	2	MACRO	#define PS2VNC_SERVICES_EXPORTS_H
ps2vnc_services_exports.h	6	EXTERN	extern int ps2vnc_display_config_loaded;
ps2vnc_services_exports.h	7	EXTERN	extern int screen_fit_full_bypass;
ps2vnc_services_exports.h	8	EXTERN	extern int screen_fit_height;
ps2vnc_services_exports.h	9	EXTERN	extern int screen_fit_offset_x;
ps2vnc_services_exports.h	10	EXTERN	extern int screen_fit_offset_y;
ps2vnc_services_exports.h	11	EXTERN	extern int screen_fit_width;
ps2vnc_services_exports.h	13	PROTOTYPE	int calculate_presented_desktop_geometry( unsigned int *out_x, unsigned int *out_y, unsigned int *out_w, unsigned int *out_h);
ps2vnc_services_exports.h	14	PROTOTYPE	void debug_emit_geometry_snapshot(void);
ps2vnc_services_exports.h	15	PROTOTYPE	int draw_recovery_status( GSGLOBAL *gsGlobal, GSTEXTURE *osk_tex, const char *line1, const char *line2, int seconds_left);
ps2vnc_services_exports.h	16	PROTOTYPE	int perform_manual_rfb_recovery( int old_sock, unsigned short *rfb_framebuffer, unsigned short *gs_framebuffer, GSGLOBAL *gsGlobal, GSTEXTURE *tex, GSTEXTURE *osk_tex);
ps2vnc_services_exports.h	17	PROTOTYPE	int ps2vnc_config_apply_display( const ps2vnc_display_config_t *config);
ps2vnc_services_exports.h	18	PROTOTYPE	int ps2vnc_config_get_display_for_mode( const ps2vnc_video_mode_t *mode, ps2vnc_display_config_t *out_config);
ps2vnc_services_exports.h	19	PROTOTYPE	int ps2vnc_config_load_from_pi(void);
ps2vnc_services_exports.h	20	PROTOTYPE	int ps2vnc_config_presented_geometry_for_mode( const ps2vnc_video_mode_t *mode, const ps2vnc_display_config_t *config, unsigned int *out_x, unsigned int *out_y, unsigned int *out_w, unsigned int *out_h);
ps2vnc_services_exports.h	21	PROTOTYPE	int ps2vnc_controller_pad_acquire(void);
ps2vnc_services_exports.h	22	PROTOTYPE	int ps2vnc_controller_pad_release(void);
ps2vnc_services_exports.h	23	PROTOTYPE	GSGLOBAL *ps2vnc_display_create(void);
ps2vnc_services_exports.h	24	PROTOTYPE	int ps2vnc_display_destroy(GSGLOBAL **display);
ps2vnc_services_exports.h	25	PROTOTYPE	int ps2vnc_display_draw_desktop( GSGLOBAL *gsGlobal, GSTEXTURE *tex, u64 clear_color, u64 tex_color);
ps2vnc_services_exports.h	26	PROTOTYPE	int ps2vnc_display_finish_draw(GSGLOBAL *gsGlobal);
ps2vnc_services_exports.h	27	PROTOTYPE	int ps2vnc_display_flip(GSGLOBAL *gsGlobal);
ps2vnc_services_exports.h	28	PROTOTYPE	int ps2vnc_display_policy_hide_to_pi( int hide_locked);
ps2vnc_services_exports.h	29	PROTOTYPE	int ps2vnc_display_policy_lock_to_pi( int selection, int locked);
ps2vnc_services_exports.h	30	PROTOTYPE	int ps2vnc_display_policy_refresh_from_pi(void);
ps2vnc_services_exports.h	31	PROTOTYPE	int ps2vnc_display_prepare_desktop( GSGLOBAL *gsGlobal, GSTEXTURE *tex, unsigned short *gs_framebuffer);
ps2vnc_services_exports.h	32	PROTOTYPE	void ps2vnc_display_prepare_osk( GSGLOBAL *gsGlobal, GSTEXTURE *osk_tex);
ps2vnc_services_exports.h	33	PROTOTYPE	int ps2vnc_display_profile_capture_active( ps2vnc_display_profile_t *profile);
ps2vnc_services_exports.h	34	PROTOTYPE	int ps2vnc_display_profile_resolve_candidate( const ps2vnc_video_mode_t *mode, unsigned int out_x, unsigned int out_y, unsigned int out_w, unsigned int out_h, ps2vnc_display_profile_t *profile);
ps2vnc_services_exports.h	35	PROTOTYPE	int ps2vnc_display_transaction_ack_to_pi(void);
ps2vnc_services_exports.h	36	PROTOTYPE	int ps2vnc_display_transaction_begin_to_pi( const ps2vnc_display_profile_t *previous, const ps2vnc_display_profile_t *candidate);
ps2vnc_services_exports.h	37	PROTOTYPE	int ps2vnc_display_transaction_commit_to_pi(void);
ps2vnc_services_exports.h	38	PROTOTYPE	int ps2vnc_display_transaction_restore_to_pi(void);
ps2vnc_services_exports.h	39	PROTOTYPE	int ps2vnc_display_transaction_restored_to_pi(void);
ps2vnc_services_exports.h	40	PROTOTYPE	int ps2vnc_display_transaction_startup_preflight(void);
ps2vnc_services_exports.h	41	PROTOTYPE	int ps2vnc_display_tx_profiles_equal( const ps2vnc_display_profile_t *a, const ps2vnc_display_profile_t *b);
ps2vnc_services_exports.h	42	PROTOTYPE	int ps2vnc_display_wait_presentation_memory_idle( GSGLOBAL *gsGlobal);
ps2vnc_services_exports.h	43	PROTOTYPE	int ps2vnc_display_wait_texture_idle( GSGLOBAL *gsGlobal);
ps2vnc_services_exports.h	44	PROTOTYPE	int ps2vnc_management_get_bounded_quiet( const char *path, unsigned char *out_body, unsigned int out_capacity, unsigned int *out_len, unsigned int budget_us);
ps2vnc_services_exports.h	45	PROTOTYPE	int ps2vnc_management_post_text( const char *path, const char *body);
ps2vnc_services_exports.h	46	PROTOTYPE	int ps2vnc_run_runtime_calibration( int sock, unsigned short *rfb_framebuffer, unsigned short *gs_framebuffer, GSGLOBAL *gsGlobal, GSTEXTURE *tex, u64 black);
ps2vnc_services_exports.h	47	PROTOTYPE	int ps2vnc_startup_apply_authoritative_profile(void);
ps2vnc_services_exports.h	48	PROTOTYPE	int ps2vnc_startup_connect_reconciled( unsigned short *rfb_framebuffer, unsigned short *gs_framebuffer);
ps2vnc_services_exports.h	49	PROTOTYPE	int ps2vnc_startup_prepare_display_transaction(void);
ps2vnc_services_exports.h	50	PROTOTYPE	int recover_rfb_connection( int old_sock, unsigned short *rfb_framebuffer, unsigned short *gs_framebuffer, GSGLOBAL *gsGlobal, GSTEXTURE *tex, GSTEXTURE *osk_tex);
ps2vnc_services_exports.h	51	PROTOTYPE	int recover_rfb_transport_for_display_rollback( int old_sock, unsigned short *rfb_framebuffer, unsigned short *gs_framebuffer, const ps2vnc_video_mode_t *handshake_mode);
ps2vnc_services_exports.h	52	PROTOTYPE	int run_screen_fit_calibration( GSGLOBAL *gsGlobal, u64 black, int save_on_accept, int *accepted_out);
ps2vnc_services_exports.h	53	PROTOTYPE	int screen_fit_apply_preset( int width, int height, int offset_x, int offset_y, int full_bypass);
ps2vnc_services_exports.h	57	PROTOTYPE	GSGLOBAL *ps2vnc_display_create(void);
ps2vnc_services_imports.h	2	MACRO	#define PS2VNC_SERVICES_IMPORTS_H
ps2vnc_services_imports.h	6	EXTERN	extern ps2vnc_backend_t active_display_backend;
ps2vnc_services_imports.h	7	EXTERN	extern const ps2vnc_video_mode_t *active_video_mode;
ps2vnc_services_imports.h	8	EXTERN	extern volatile int controller_pad_pause_ack;
ps2vnc_services_imports.h	9	EXTERN	extern volatile int controller_pad_pause_requested;
ps2vnc_services_imports.h	10	EXTERN	extern volatile int controller_thread_error;
ps2vnc_services_imports.h	11	EXTERN	extern volatile unsigned int debug_stage_id;
ps2vnc_services_imports.h	12	EXTERN	extern struct sockaddr_in debug_udp_addr;
ps2vnc_services_imports.h	13	EXTERN	extern int debug_udp_sock;
ps2vnc_services_imports.h	14	EXTERN	extern int desktop_geometry_locked;
ps2vnc_services_imports.h	15	EXTERN	extern unsigned int desktop_height;
ps2vnc_services_imports.h	16	EXTERN	extern unsigned int desktop_output_height;
ps2vnc_services_imports.h	17	EXTERN	extern unsigned int desktop_output_width;
ps2vnc_services_imports.h	18	EXTERN	extern unsigned int desktop_output_x;
ps2vnc_services_imports.h	19	EXTERN	extern unsigned int desktop_output_y;
ps2vnc_services_imports.h	20	EXTERN	extern unsigned int desktop_width;
ps2vnc_services_imports.h	21	EXTERN	extern volatile int display_hide_locked_modes;
ps2vnc_services_imports.h	22	EXTERN	extern volatile unsigned char display_mode_locked[];
ps2vnc_services_imports.h	23	EXTERN	extern volatile int display_policy_loaded;
ps2vnc_services_imports.h	24	EXTERN	extern volatile int exit_requested;
ps2vnc_services_imports.h	25	EXTERN	extern int force_screen_fit_calibration;
ps2vnc_services_imports.h	26	EXTERN	extern unsigned short *hires_bg_back_buffer;
ps2vnc_services_imports.h	27	EXTERN	extern unsigned short *hires_bg_buffer;
ps2vnc_services_imports.h	28	EXTERN	extern int hires_bg_configured;
ps2vnc_services_imports.h	29	EXTERN	extern unsigned short *hires_mapped_source_framebuffer;
ps2vnc_services_imports.h	30	EXTERN	extern unsigned short *live_direct_present_buffer;
ps2vnc_services_imports.h	31	EXTERN	extern int live_direct_present_safe;
ps2vnc_services_imports.h	32	EXTERN	extern int live_linear_framebuffer_stale;
ps2vnc_services_imports.h	33	EXTERN	extern volatile unsigned int osk_generation;
ps2vnc_services_imports.h	34	EXTERN	extern unsigned short osk_pixels[] __attribute__((aligned(128)));
ps2vnc_services_imports.h	35	EXTERN	extern volatile int rfb_connected;
ps2vnc_services_imports.h	36	EXTERN	extern int rfb_queue_sema;
ps2vnc_services_imports.h	37	EXTERN	extern volatile int runtime_action_request;
ps2vnc_services_imports.h	38	EXTERN	extern ps2vnc_display_profile_t startup_authoritative_display_profile;
ps2vnc_services_imports.h	39	EXTERN	extern int startup_authoritative_display_profile_loaded;
ps2vnc_services_imports.h	40	EXTERN	extern ps2vnc_display_profile_t startup_confirmed_display_profile;
ps2vnc_services_imports.h	41	EXTERN	extern int startup_confirmed_display_profile_loaded;
ps2vnc_services_imports.h	42	EXTERN	extern int startup_display_commit_finish_required;
ps2vnc_services_imports.h	43	EXTERN	extern int startup_display_restore_ack_required;
ps2vnc_services_imports.h	44	EXTERN	extern int startup_display_restore_required;
ps2vnc_services_imports.h	45	EXTERN	extern int startup_display_restored_mark_required;
ps2vnc_services_imports.h	46	EXTERN	extern ps2vnc_display_transaction_t startup_display_transaction;
